unityFrame,realtimeSeconds,sourceHostTicks,sentisArrivalHostTicks,ortObservedHostTicks,rowMode,selectedRowMode,workerQueueMs,ortInferenceMs,bridgeToDoneMs,sourceToOrtObservedMs,sourceToSentisArrivalMs,ortMinusSentisObservedMs,landmarkMaeRaw,landmarkMaeNormalized,landmarkMaxAbsRaw,sentisPresenceLogit,ortPresenceLogit,presenceLogitAbsDiff,sentisPresence,ortPresence,presenceAbsDiff,nativeCompleted,nativeFailures,nativeSkipped,nativeReadyReplacements
1175,37.316670501133785,382213653,383185706,382649846,1,1,0.022,26.634,26.6731,43.6193,97.2053,0,1.90436058E-05,9.918545E-08,0.0001449585,-3.60730648,-3.60731268,6.198883E-06,0.0264084842,0.0264083259,1.58324838E-07,1035,0,0,0
1176,37.340313601133786,382544122,383422503,382895153,1,1,0.0204,23.0211,23.0592,35.1031,87.8381,0,1.32375817E-05,6.894574E-08,9.918213E-05,-7.371276,-7.371271,4.76837158E-06,0.0006286696,0.0006286726,3.02679837E-09,1035,0,0,0
1180,37.447192401133783,383508259,384490933,383958908,1,1,0.0145,22.5935,22.6185,45.0649,98.2674,0,1.38565147E-05,7.216935E-08,9.918213E-05,-3.971819,-3.971814,5.00679E-06,0.0184907857,0.0184908751,8.940697E-08,1039,0,0,0
1181,37.475775801133786,383817141,384776969,384222865,1,1,0.0259,25.5445,25.5947,40.5724,95.9828,0,1.4056619E-05,7.321156E-08,0.000106811523,2.03952026,2.03952122,9.536743E-07,0.8848844,0.8848845,5.96046448E-08,1039,0,0,0
1182,37.504352401133787,384144249,385062223,384772781,1,1,0.0165,25.3027,25.3344,62.8532,91.7974,0,1.13118813E-05,5.89160472E-08,6.866455E-05,-2.27357841,-2.27357626,2.14576721E-06,0.09333495,0.09333514,1.86264515E-07,1041,0,0,0
1183,37.531941301133784,384449537,385338453,384772885,1,1,0.0127,26.6771,26.7039,32.3348,88.8916,0,1.19148108E-05,6.205631E-08,0.000106811523,2.32385468,2.32385826,3.57627869E-06,0.9108335,0.9108338,2.98023224E-07,1042,0,0,0
1185,37.585044001133788,384968116,385869521,385336439,1,1,0.0149,26.5318,26.5603,36.8323,90.1405,0,1.27661669E-05,6.649045E-08,0.000106811523,3.82542157,3.8254137,7.867813E-06,0.978656232,0.9786561,1.1920929E-07,1043,0,0,0
1186,37.615857501133789,385260163,386177790,385612049,1,1,0.0117,25.4582,25.4779,35.1886,91.7627,0,1.20455725E-05,6.273736E-08,9.918213E-05,2.0848887,2.0848875,1.1920929E-06,0.889425755,0.889425635,1.1920929E-07,1044,0,0,0
1187,37.639253001133788,385413110,386411861,385868162,1,1,0.0154,24.4703,24.4974,45.5052,99.8751,0,1.51853656E-05,7.909045E-08,0.000106811523,2.24527526,2.2452774,2.14576721E-06,0.9042422,0.9042424,1.78813934E-07,1046,0,0,0
1188,37.670566901133789,385736599,386724587,386409481,1,1,0.015,29.5193,29.547,67.2882,98.7988,0,1.202002E-05,6.260427E-08,9.918213E-05,9.190718,9.19071,7.62939453E-06,0.999898,0.999898,0,1047,0,0,0
1190,37.719672401133785,386379836,387215585,386717686,1,1,0.0114,27.3252,27.3487,33.785,83.5749,0,1.22749279E-05,6.3931914E-08,0.000106811523,16.95693,16.9569454,1.52587891E-05,0.99999994,0.99999994,0,1048,0,0,0
1191,37.75009650113379,386561411,387518392,386982656,1,1,0.0165,24.207,24.2387,42.1245,95.6981,0,1.6208236E-05,8.44179E-08,9.15527344E-05,10.7971277,10.7971239,3.81469727E-06,0.999979556,0.999979556,0,1048,0,0,0
1192,37.770326001133789,386869199,387722209,387510486,1,1,0.0167,46.5876,46.6209,64.1287,85.301,0,1.46049451E-05,7.606742E-08,0.0001373291,5.977351,5.977346,5.24520874E-06,0.997470856,0.997470856,0,1050,0,0,0
1195,37.848821801133788,387491374,388507493,387975324,1,1,0.0121,23.256,23.2811,48.395,101.6119,0,1.46085822E-05,7.60863657E-08,9.15527344E-05,8.614554,8.614559,4.76837158E-06,0.999818563,0.999818563,0,1052,0,0,0
1196,37.878400901133787,387815927,388802984,388246793,1,1,0.0156,25.4452,25.4722,43.0866,98.7057,0,1.47246328E-05,7.66907959E-08,0.000106811523,10.2921772,10.2921762,9.536743E-07,0.9999661,0.9999661,0,1054,0,0,0
1197,37.905924901133787,388146899,389078450,388505765,1,1,0.017,24.5746,24.6072,35.8866,93.1551,0,1.49259276E-05,7.773921E-08,0.000114440918,15.4960794,15.4960823,2.861023E-06,0.9999998,0.9999998,0,1054,0,0,0
1198,37.937234401133786,388459555,389391049,389075175,1,1,0.0114,29.5175,29.5443,61.562,93.1494,0,1.389801E-05,7.238547E-08,0.000106811523,11.091054,11.091053,9.536743E-07,0.999984741,0.999984741,0,1055,0,0,0
