unityFrame,realtimeSeconds,sourceHostTicks,sentisArrivalHostTicks,ortObservedHostTicks,rowMode,selectedRowMode,workerQueueMs,ortInferenceMs,bridgeToDoneMs,sourceToOrtObservedMs,sourceToSentisArrivalMs,ortMinusSentisObservedMs,landmarkMaeRaw,landmarkMaeNormalized,landmarkMaxAbsRaw,sentisPresenceLogit,ortPresenceLogit,presenceLogitAbsDiff,sentisPresence,ortPresence,presenceAbsDiff,nativeCompleted,nativeFailures,nativeSkipped,nativeReadyReplacements
968,30.574425403741497,314751811,315694767,315173469,1,1,0.016,21.4403,21.471,42.1658,94.2956,0,1.33096928E-05,6.932132E-08,0.000106811523,9.176893,9.176884,9.536743E-06,0.9998966,0.9998966,0,858,0,0,0
969,30.598802603741497,314913685,315938062,315691405,1,1,0.0111,32.9306,32.9528,77.772,102.4377,0,1.354294E-05,7.05361458E-08,0.000106811523,5.922612,5.922608,4.29153442E-06,0.997328937,0.997328937,0,859,0,0,0
971,30.648125503741497,315556258,316431473,315935685,1,1,0.0155,23.2086,23.2395,37.9427,87.5215,0,1.51912327E-05,7.9121E-08,0.000122070313,10.5584869,10.5584869,0,0.999974,0.999974,0,861,0,0,0
972,30.671176103741498,315897480,316662355,316193492,1,1,0.0198,22.8838,22.9211,29.6012,76.4875,0,1.53578021E-05,7.998855E-08,0.000152587891,11.8223438,11.8223429,9.536743E-07,0.999992669,0.999992669,0,862,0,0,0
973,30.695770503741496,316049140,316908027,316428715,1,1,0.0142,22.1582,22.19,37.9575,85.8887,0,1.55243888E-05,8.085619E-08,0.000122070313,9.419234,9.41922951,4.76837158E-06,0.9999189,0.9999189,0,863,0,0,0
974,30.722250003741497,316346267,317172614,316660792,1,1,0.0107,20.2765,20.3018,31.4525,82.6347,0,1.71739339E-05,8.94475747E-08,0.000152587891,7.486556,7.48656559,9.536743E-06,0.9994397,0.9994398,5.96046448E-08,864,0,0,0
975,30.746791803741498,316516865,317418157,316902478,1,1,0.0108,21.0271,21.0489,38.5613,90.1292,0,1.27911626E-05,6.66206361E-08,7.62939453E-05,12.9805794,12.9805841,4.76837158E-06,0.9999977,0.9999977,0,865,0,0,0
976,30.774620403741498,316855144,317696485,317170417,1,1,0.0101,25.0371,25.0579,31.5273,84.1341,0,1.51730728E-05,7.902642E-08,0.000183105469,9.348638,9.348633,4.76837158E-06,0.9999129,0.9999129,0,865,0,0,0
977,30.801740603741496,317006255,317967852,317415922,1,1,0.0122,23.5546,23.5783,40.9667,96.1597,0,1.38134E-05,7.194479E-08,0.000106811523,5.98141766,5.981427,9.536743E-06,0.9974811,0.997481167,5.96046448E-08,867,0,0,0
978,30.828985003741497,317327999,318240115,317692759,1,1,0.0108,25.8363,25.859,36.476,91.2116,0,1.573142E-05,8.193448E-08,0.000106811523,14.5704718,14.5704651,6.67572E-06,0.9999995,0.9999995,0,867,0,0,0
